ClientInternal,Provider,QuoteType,Field,EffectiveAt,Value,Unit
IBOR-MA,Client,Price,mid,2024-03-31,454.73,USD
IBOR-MA,Client,Price,mid,2024-04-30,468.05,USD
IBOR-MA,Client,Price,mid,2024-05-30,448.71,USD
IBOR-MA,Client,Price,mid,2024-06-29,432.46,USD
IBOR-MA,Client,Price,mid,2024-07-29,454.46,USD
IBOR-MA,Client,Price,mid,2024-08-28,484.21,USD
IBOR-MA,Client,Price,mid,2024-09-27,476.64,USD
IBOR-MA,Client,Price,mid,2024-10-27,443.98,USD
IBOR-MA,Client,Price,mid,2024-11-26,477.48,USD
IBOR-MA,Client,Price,mid,2024-12-26,503.53,USD
IBOR-MA,Client,Price,mid,2025-01-25,518.85,USD
IBOR-MA,Client,Price,mid,2025-02-24,499.25,USD
IBOR-MA,Client,Price,mid,2025-03-26,499.64,USD
IBOR-MA,Client,Price,mid,2025-04-25,480.27,USD
IBOR-MA,Client,Price,mid,2025-05-25,490.55,USD
IBOR-INTC,Client,Price,mid,2024-01-01,71.96,USD
IBOR-INTC,Client,Price,mid,2024-01-31,73.82,USD
IBOR-INTC,Client,Price,mid,2024-03-01,74.72,USD
IBOR-INTC,Client,Price,mid,2024-03-31,72.74,USD
IBOR-INTC,Client,Price,mid,2024-04-30,71.74,USD
IBOR-INTC,Client,Price,mid,2024-05-30,73.39,USD
IBOR-INTC,Client,Price,mid,2024-06-29,73.13,USD
IBOR-INTC,Client,Price,mid,2024-07-29,78.4,USD
IBOR-INTC,Client,Price,mid,2024-08-28,71.61,USD
IBOR-INTC,Client,Price,mid,2024-09-27,77.34,USD
IBOR-INTC,Client,Price,mid,2024-10-27,80.03,USD
IBOR-INTC,Client,Price,mid,2024-11-26,83.45,USD
IBOR-INTC,Client,Price,mid,2024-12-26,80.47,USD
IBOR-INTC,Client,Price,mid,2025-01-25,83.54,USD
IBOR-INTC,Client,Price,mid,2025-02-24,80.69,USD
IBOR-INTC,Client,Price,mid,2025-03-26,80.52,USD
IBOR-INTC,Client,Price,mid,2025-04-25,81.4,USD
IBOR-INTC,Client,Price,mid,2025-05-25,87.69,USD
IBOR-NFLX,Client,Price,mid,2024-01-01,81.18,USD
IBOR-NFLX,Client,Price,mid,2024-01-31,80.55,USD
IBOR-NFLX,Client,Price,mid,2024-03-01,89.19,USD
IBOR-NFLX,Client,Price,mid,2024-03-31,80.65,USD
IBOR-NFLX,Client,Price,mid,2024-04-30,83.22,USD
IBOR-NFLX,Client,Price,mid,2024-05-30,83.13,USD
IBOR-NFLX,Client,Price,mid,2024-06-29,82.43,USD
IBOR-NFLX,Client,Price,mid,2024-07-29,90.22,USD
IBOR-NFLX,Client,Price,mid,2024-08-28,88.75,USD
IBOR-NFLX,Client,Price,mid,2024-09-27,81.48,USD
IBOR-NFLX,Client,Price,mid,2024-10-27,85.01,USD
IBOR-NFLX,Client,Price,mid,2024-11-26,88.07,USD
IBOR-NFLX,Client,Price,mid,2024-12-26,89.82,USD
IBOR-NFLX,Client,Price,mid,2025-01-25,84.69,USD
IBOR-NFLX,Client,Price,mid,2025-02-24,82.95,USD
IBOR-NFLX,Client,Price,mid,2025-03-26,84.69,USD
IBOR-NFLX,Client,Price,mid,2025-04-25,90.54,USD
IBOR-NFLX,Client,Price,mid,2025-05-25,91.22,USD
IBOR-CAT,Client,Price,mid,2024-01-01,703.66,USD
IBOR-CAT,Client,Price,mid,2024-01-31,683.12,USD
IBOR-CAT,Client,Price,mid,2024-03-01,678.78,USD
IBOR-CAT,Client,Price,mid,2024-03-31,666.0,USD
IBOR-CAT,Client,Price,mid,2024-04-30,730.53,USD
IBOR-CAT,Client,Price,mid,2024-05-30,738.35,USD
IBOR-CAT,Client,Price,mid,2024-06-29,760.45,USD
IBOR-CAT,Client,Price,mid,2024-07-29,762.3,USD
IBOR-CAT,Client,Price,mid,2024-08-28,745.03,USD
IBOR-CAT,Client,Price,mid,2024-09-27,789.64,USD
IBOR-CAT,Client,Price,mid,2024-10-27,760.0,USD
IBOR-CAT,Client,Price,mid,2024-11-26,753.95,USD
IBOR-CAT,Client,Price,mid,2024-12-26,764.2,USD
IBOR-CAT,Client,Price,mid,2025-01-25,769.44,USD
IBOR-CAT,Client,Price,mid,2025-02-24,737.47,USD
IBOR-CAT,Client,Price,mid,2025-03-26,801.26,USD
IBOR-CAT,Client,Price,mid,2025-04-25,810.37,USD
IBOR-CAT,Client,Price,mid,2025-05-25,802.17,USD
IBOR-CVX,Client,Price,mid,2024-01-01,156.07,USD
IBOR-CVX,Client,Price,mid,2024-01-31,163.78,USD
IBOR-CVX,Client,Price,mid,2024-03-01,172.95,USD
IBOR-CVX,Client,Price,mid,2024-03-31,165.03,USD
IBOR-CVX,Client,Price,mid,2024-04-30,163.52,USD
IBOR-CVX,Client,Price,mid,2024-05-30,164.61,USD
IBOR-CVX,Client,Price,mid,2024-06-29,169.13,USD
IBOR-CVX,Client,Price,mid,2024-07-29,163.95,USD
IBOR-CVX,Client,Price,mid,2024-08-28,171.96,USD
IBOR-CVX,Client,Price,mid,2024-09-27,174.58,USD
IBOR-CVX,Client,Price,mid,2024-10-27,186.23,USD
IBOR-CVX,Client,Price,mid,2024-11-26,182.7,USD
IBOR-CVX,Client,Price,mid,2024-12-26,184.79,USD
IBOR-CVX,Client,Price,mid,2025-01-25,176.48,USD
IBOR-CVX,Client,Price,mid,2025-02-24,185.87,USD
IBOR-CVX,Client,Price,mid,2025-03-26,177.21,USD
IBOR-CVX,Client,Price,mid,2025-04-25,186.98,USD
IBOR-CVX,Client,Price,mid,2025-05-25,189.16,USD
IBOR-BAC,Client,Price,mid,2024-01-01,43.55,USD
IBOR-BAC,Client,Price,mid,2024-01-31,48.36,USD
IBOR-BAC,Client,Price,mid,2024-03-01,46.54,USD
IBOR-BAC,Client,Price,mid,2024-03-31,43.07,USD
IBOR-BAC,Client,Price,mid,2024-04-30,47.39,USD
IBOR-BAC,Client,Price,mid,2024-05-30,46.31,USD
IBOR-BAC,Client,Price,mid,2024-06-29,47.4,USD
IBOR-BAC,Client,Price,mid,2024-07-29,48.57,USD
IBOR-BAC,Client,Price,mid,2024-08-28,48.89,USD
IBOR-BAC,Client,Price,mid,2024-09-27,45.49,USD
IBOR-BAC,Client,Price,mid,2024-10-27,47.32,USD
IBOR-BAC,Client,Price,mid,2024-11-26,50.81,USD
IBOR-BAC,Client,Price,mid,2024-12-26,52.08,USD
IBOR-BAC,Client,Price,mid,2025-01-25,53.47,USD
IBOR-BAC,Client,Price,mid,2025-02-24,53.75,USD
IBOR-BAC,Client,Price,mid,2025-03-26,48.1,USD
IBOR-BAC,Client,Price,mid,2025-04-25,53.0,USD
IBOR-BAC,Client,Price,mid,2025-05-25,49.19,USD
IBOR-ABBV,Client,Price,mid,2024-01-01,177.61,USD
IBOR-ABBV,Client,Price,mid,2024-01-31,171.19,USD
IBOR-ABBV,Client,Price,mid,2024-03-01,164.56,USD
IBOR-ABBV,Client,Price,mid,2024-03-31,184.9,USD
IBOR-ABBV,Client,Price,mid,2024-04-30,178.45,USD
IBOR-ABBV,Client,Price,mid,2024-05-30,165.06,USD
IBOR-ABBV,Client,Price,mid,2024-06-29,179.66,USD
IBOR-ABBV,Client,Price,mid,2024-07-29,175.23,USD
IBOR-ABBV,Client,Price,mid,2024-08-28,181.88,USD
IBOR-ABBV,Client,Price,mid,2024-09-27,180.1,USD
IBOR-ABBV,Client,Price,mid,2024-10-27,192.66,USD
IBOR-ABBV,Client,Price,mid,2024-11-26,177.72,USD
IBOR-ABBV,Client,Price,mid,2024-12-26,189.69,USD
IBOR-ABBV,Client,Price,mid,2025-01-25,200.21,USD
IBOR-ABBV,Client,Price,mid,2025-02-24,186.2,USD
IBOR-ABBV,Client,Price,mid,2025-03-26,194.0,USD
IBOR-ABBV,Client,Price,mid,2025-04-25,195.59,USD
IBOR-ABBV,Client,Price,mid,2025-05-25,191.95,USD
IBOR-CSCO,Client,Price,mid,2024-01-01,75.52,USD
IBOR-CSCO,Client,Price,mid,2024-01-31,74.81,USD
IBOR-CSCO,Client,Price,mid,2024-03-01,72.82,USD
IBOR-CSCO,Client,Price,mid,2024-03-31,80.59,USD
IBOR-CSCO,Client,Price,mid,2024-04-30,78.79,USD
IBOR-CSCO,Client,Price,mid,2024-05-30,77.01,USD
IBOR-CSCO,Client,Price,mid,2024-06-29,76.51,USD
IBOR-CSCO,Client,Price,mid,2024-07-29,76.85,USD
IBOR-CSCO,Client,Price,mid,2024-08-28,82.83,USD
IBOR-CSCO,Client,Price,mid,2024-09-27,79.96,USD
IBOR-CSCO,Client,Price,mid,2024-10-27,82.27,USD
IBOR-CSCO,Client,Price,mid,2024-11-26,81.31,USD
IBOR-CSCO,Client,Price,mid,2024-12-26,84.12,USD
IBOR-CSCO,Client,Price,mid,2025-01-25,82.94,USD
IBOR-CSCO,Client,Price,mid,2025-02-24,85.96,USD
IBOR-CSCO,Client,Price,mid,2025-03-26,84.21,USD
IBOR-CSCO,Client,Price,mid,2025-04-25,87.57,USD
IBOR-CSCO,Client,Price,mid,2025-05-25,87.89,USD
IBOR-UNH,Client,Price,mid,2024-01-01,310.47,USD
IBOR-UNH,Client,Price,mid,2024-01-31,305.35,USD
IBOR-UNH,Client,Price,mid,2024-03-01,307.52,USD
IBOR-UNH,Client,Price,mid,2024-03-31,312.77,USD
IBOR-UNH,Client,Price,mid,2024-04-30,313.15,USD
IBOR-UNH,Client,Price,mid,2024-05-30,336.56,USD
IBOR-UNH,Client,Price,mid,2024-06-29,329.58,USD
IBOR-UNH,Client,Price,mid,2024-07-29,350.43,USD
IBOR-UNH,Client,Price,mid,2024-08-28,361.29,USD
IBOR-UNH,Client,Price,mid,2024-09-27,339.53,USD
IBOR-UNH,Client,Price,mid,2024-10-27,325.29,USD
IBOR-UNH,Client,Price,mid,2024-11-26,341.18,USD
IBOR-UNH,Client,Price,mid,2024-12-26,347.6,USD
IBOR-UNH,Client,Price,mid,2025-01-25,335.11,USD
IBOR-UNH,Client,Price,mid,2025-02-24,351.79,USD
IBOR-UNH,Client,Price,mid,2025-03-26,360.76,USD
IBOR-UNH,Client,Price,mid,2025-04-25,355.6,USD
IBOR-UNH,Client,Price,mid,2025-05-25,355.26,USD
IBOR-HD,Client,Price,mid,2024-01-01,272.21,USD
IBOR-HD,Client,Price,mid,2024-01-31,300.08,USD
IBOR-HD,Client,Price,mid,2024-03-01,283.61,USD
IBOR-HD,Client,Price,mid,2024-03-31,279.73,USD
IBOR-HD,Client,Price,mid,2024-04-30,286.99,USD
IBOR-HD,Client,Price,mid,2024-05-30,302.83,USD
IBOR-HD,Client,Price,mid,2024-06-29,289.39,USD
IBOR-HD,Client,Price,mid,2024-07-29,303.65,USD
IBOR-HD,Client,Price,mid,2024-08-28,308.82,USD
IBOR-HD,Client,Price,mid,2024-09-27,311.78,USD
IBOR-HD,Client,Price,mid,2024-10-27,320.94,USD
IBOR-HD,Client,Price,mid,2024-11-26,304.43,USD
IBOR-HD,Client,Price,mid,2024-12-26,323.79,USD
IBOR-HD,Client,Price,mid,2025-01-25,307.52,USD
IBOR-HD,Client,Price,mid,2025-02-24,314.18,USD
IBOR-HD,Client,Price,mid,2025-03-26,332.64,USD
IBOR-HD,Client,Price,mid,2025-04-25,331.69,USD
IBOR-HD,Client,Price,mid,2025-05-25,326.34,USD
IBOR-PLTR,Client,Price,mid,2024-01-01,114.96,USD
IBOR-PLTR,Client,Price,mid,2024-01-31,123.56,USD
IBOR-PLTR,Client,Price,mid,2024-03-01,119.69,USD
IBOR-PLTR,Client,Price,mid,2024-03-31,119.62,USD
IBOR-PLTR,Client,Price,mid,2024-04-30,121.96,USD
IBOR-PLTR,Client,Price,mid,2024-05-30,126.93,USD
IBOR-PLTR,Client,Price,mid,2024-06-29,118.08,USD
IBOR-PLTR,Client,Price,mid,2024-07-29,129.77,USD
IBOR-PLTR,Client,Price,mid,2024-08-28,130.15,USD
IBOR-PLTR,Client,Price,mid,2024-09-27,128.12,USD
IBOR-PLTR,Client,Price,mid,2024-10-27,136.16,USD
IBOR-PLTR,Client,Price,mid,2024-11-26,135.53,USD
IBOR-PLTR,Client,Price,mid,2024-12-26,131.55,USD
IBOR-PLTR,Client,Price,mid,2025-01-25,132.46,USD
IBOR-PLTR,Client,Price,mid,2025-02-24,139.42,USD
IBOR-PLTR,Client,Price,mid,2025-03-26,131.23,USD
IBOR-PLTR,Client,Price,mid,2025-04-25,137.42,USD
IBOR-PLTR,Client,Price,mid,2025-05-25,137.33,USD
IBOR-LRCX,Client,Price,mid,2024-01-01,214.07,USD
IBOR-LRCX,Client,Price,mid,2024-01-31,217.23,USD
IBOR-LRCX,Client,Price,mid,2024-03-01,218.01,USD
IBOR-LRCX,Client,Price,mid,2024-03-31,228.38,USD
IBOR-LRCX,Client,Price,mid,2024-04-30,223.64,USD
IBOR-LRCX,Client,Price,mid,2024-05-30,221.64,USD
IBOR-LRCX,Client,Price,mid,2024-06-29,216.98,USD
IBOR-LRCX,Client,Price,mid,2024-07-29,233.64,USD
IBOR-LRCX,Client,Price,mid,2024-08-28,234.27,USD
IBOR-LRCX,Client,Price,mid,2024-09-27,243.32,USD
IBOR-LRCX,Client,Price,mid,2024-10-27,228.85,USD
IBOR-LRCX,Client,Price,mid,2024-11-26,236.77,USD
IBOR-LRCX,Client,Price,mid,2024-12-26,238.23,USD
IBOR-LRCX,Client,Price,mid,2025-01-25,240.1,USD
IBOR-LRCX,Client,Price,mid,2025-02-24,242.93,USD
IBOR-LRCX,Client,Price,mid,2025-03-26,232.03,USD
IBOR-LRCX,Client,Price,mid,2025-04-25,253.26,USD
