ClientInternal,Provider,QuoteType,Field,EffectiveAt,Value,Unit
IBOR-GAGG-005,Client,Price,mid,2025-04-25,1.035058,CNY
IBOR-GAGG-005,Client,Price,mid,2025-05-25,1.044859,CNY
IBOR-GAGG-006,Client,Price,mid,2024-01-01,1.012701,USD
IBOR-GAGG-006,Client,Price,mid,2024-01-31,0.987564,USD
IBOR-GAGG-006,Client,Price,mid,2024-03-01,1.027224,USD
IBOR-GAGG-006,Client,Price,mid,2024-03-31,0.980984,USD
IBOR-GAGG-006,Client,Price,mid,2024-04-30,1.020023,USD
IBOR-GAGG-006,Client,Price,mid,2024-05-30,0.990464,USD
IBOR-GAGG-006,Client,Price,mid,2024-06-29,0.977837,USD
IBOR-GAGG-006,Client,Price,mid,2024-07-29,0.965593,USD
IBOR-GAGG-006,Client,Price,mid,2024-08-28,0.985141,USD
IBOR-GAGG-006,Client,Price,mid,2024-09-27,1.016628,USD
IBOR-GAGG-006,Client,Price,mid,2024-10-27,1.004489,USD
IBOR-GAGG-006,Client,Price,mid,2024-11-26,1.00194,USD
IBOR-GAGG-006,Client,Price,mid,2024-12-26,0.940644,USD
IBOR-GAGG-006,Client,Price,mid,2025-01-25,1.002381,USD
IBOR-GAGG-006,Client,Price,mid,2025-02-24,0.999279,USD
IBOR-GAGG-006,Client,Price,mid,2025-03-26,0.977163,USD
IBOR-GAGG-006,Client,Price,mid,2025-04-25,0.975614,USD
IBOR-GAGG-006,Client,Price,mid,2025-05-25,0.988116,USD
IBOR-GAGG-007,Client,Price,mid,2024-01-01,1.05283,USD
IBOR-GAGG-007,Client,Price,mid,2024-01-31,1.029025,USD
IBOR-GAGG-007,Client,Price,mid,2024-03-01,1.023654,USD
IBOR-GAGG-007,Client,Price,mid,2024-03-31,1.020261,USD
IBOR-GAGG-007,Client,Price,mid,2024-04-30,1.060704,USD
IBOR-GAGG-007,Client,Price,mid,2024-05-30,1.06905,USD
IBOR-GAGG-007,Client,Price,mid,2024-06-29,1.007588,USD
IBOR-GAGG-007,Client,Price,mid,2024-07-29,1.032757,USD
IBOR-GAGG-007,Client,Price,mid,2024-08-28,1.040599,USD
IBOR-GAGG-007,Client,Price,mid,2024-09-27,1.041135,USD
IBOR-GAGG-007,Client,Price,mid,2024-10-27,1.039481,USD
IBOR-GAGG-007,Client,Price,mid,2024-11-26,1.044807,USD
IBOR-GAGG-007,Client,Price,mid,2024-12-26,1.078335,USD
IBOR-GAGG-007,Client,Price,mid,2025-01-25,1.023561,USD
IBOR-GAGG-007,Client,Price,mid,2025-02-24,1.04968,USD
IBOR-GAGG-007,Client,Price,mid,2025-03-26,1.026325,USD
IBOR-GAGG-007,Client,Price,mid,2025-04-25,1.0796,USD
IBOR-GAGG-007,Client,Price,mid,2025-05-25,1.055867,USD
IBOR-GAGG-008,Client,Price,mid,2024-01-01,1.064507,USD
IBOR-GAGG-008,Client,Price,mid,2024-01-31,1.056522,USD
IBOR-GAGG-008,Client,Price,mid,2024-03-01,1.075366,USD
IBOR-GAGG-008,Client,Price,mid,2024-03-31,1.058943,USD
IBOR-GAGG-008,Client,Price,mid,2024-04-30,1.045736,USD
IBOR-GAGG-008,Client,Price,mid,2024-05-30,1.034262,USD
IBOR-GAGG-008,Client,Price,mid,2024-06-29,1.019731,USD
IBOR-GAGG-008,Client,Price,mid,2024-07-29,1.048603,USD
IBOR-GAGG-008,Client,Price,mid,2024-08-28,1.040861,USD
IBOR-GAGG-008,Client,Price,mid,2024-09-27,1.0851,USD
IBOR-GAGG-008,Client,Price,mid,2024-10-27,1.032474,USD
IBOR-GAGG-008,Client,Price,mid,2024-11-26,1.051103,USD
IBOR-GAGG-008,Client,Price,mid,2024-12-26,1.013315,USD
IBOR-GAGG-008,Client,Price,mid,2025-01-25,1.036786,USD
IBOR-GAGG-008,Client,Price,mid,2025-02-24,1.049918,USD
IBOR-GAGG-008,Client,Price,mid,2025-03-26,1.061174,USD
IBOR-GAGG-008,Client,Price,mid,2025-04-25,1.073657,USD
IBOR-GAGG-008,Client,Price,mid,2025-05-25,1.043812,USD
IBOR-GAGG-009,Client,Price,mid,2024-01-01,0.983714,USD
IBOR-GAGG-009,Client,Price,mid,2024-01-31,0.992691,USD
IBOR-GAGG-009,Client,Price,mid,2024-03-01,0.996686,USD
IBOR-GAGG-009,Client,Price,mid,2024-03-31,1.011749,USD
IBOR-GAGG-009,Client,Price,mid,2024-04-30,0.981516,USD
IBOR-GAGG-009,Client,Price,mid,2024-05-30,0.98619,USD
IBOR-GAGG-009,Client,Price,mid,2024-06-29,0.995238,USD
IBOR-GAGG-009,Client,Price,mid,2024-07-29,1.001351,USD
IBOR-GAGG-009,Client,Price,mid,2024-08-28,0.984011,USD
IBOR-GAGG-009,Client,Price,mid,2024-09-27,0.983229,USD
IBOR-GAGG-009,Client,Price,mid,2024-10-27,1.026649,USD
IBOR-GAGG-009,Client,Price,mid,2024-11-26,0.971619,USD
IBOR-GAGG-009,Client,Price,mid,2024-12-26,1.007119,USD
IBOR-GAGG-009,Client,Price,mid,2025-01-25,1.00016,USD
IBOR-GAGG-009,Client,Price,mid,2025-02-24,0.987041,USD
IBOR-GAGG-009,Client,Price,mid,2025-03-26,0.981683,USD
IBOR-GAGG-009,Client,Price,mid,2025-04-25,1.025368,USD
IBOR-GAGG-009,Client,Price,mid,2025-05-25,1.02841,USD
IBOR-GAGG-010,Client,Price,mid,2024-01-01,0.972573,USD
IBOR-GAGG-010,Client,Price,mid,2024-01-31,1.013093,USD
IBOR-GAGG-010,Client,Price,mid,2024-03-01,1.011699,USD
IBOR-GAGG-010,Client,Price,mid,2024-03-31,0.994944,USD
IBOR-GAGG-010,Client,Price,mid,2024-04-30,1.024526,USD
IBOR-GAGG-010,Client,Price,mid,2024-05-30,1.019256,USD
IBOR-GAGG-010,Client,Price,mid,2024-06-29,0.987204,USD
IBOR-GAGG-010,Client,Price,mid,2024-07-29,1.017469,USD
IBOR-GAGG-010,Client,Price,mid,2024-08-28,1.003182,USD
IBOR-GAGG-010,Client,Price,mid,2024-09-27,0.977444,USD
IBOR-GAGG-010,Client,Price,mid,2024-10-27,1.016163,USD
IBOR-GAGG-010,Client,Price,mid,2024-11-26,1.0062,USD
IBOR-GAGG-010,Client,Price,mid,2024-12-26,0.992199,USD
IBOR-GAGG-010,Client,Price,mid,2025-01-25,1.017563,USD
IBOR-GAGG-010,Client,Price,mid,2025-02-24,1.016866,USD
IBOR-GAGG-010,Client,Price,mid,2025-03-26,0.995554,USD
IBOR-GAGG-010,Client,Price,mid,2025-04-25,1.015111,USD
IBOR-GAGG-010,Client,Price,mid,2025-05-25,1.027406,USD
IBOR-GAGG-011,Client,Price,mid,2024-01-01,0.989483,CNY
IBOR-GAGG-011,Client,Price,mid,2024-01-31,1.007109,CNY
IBOR-GAGG-011,Client,Price,mid,2024-03-01,1.011362,CNY
IBOR-GAGG-011,Client,Price,mid,2024-03-31,0.982154,CNY
IBOR-GAGG-011,Client,Price,mid,2024-04-30,1.008471,CNY
IBOR-GAGG-011,Client,Price,mid,2024-05-30,0.972842,CNY
IBOR-GAGG-011,Client,Price,mid,2024-06-29,1.06448,CNY
IBOR-GAGG-011,Client,Price,mid,2024-07-29,1.015973,CNY
IBOR-GAGG-011,Client,Price,mid,2024-08-28,1.019315,CNY
IBOR-GAGG-011,Client,Price,mid,2024-09-27,0.946988,CNY
IBOR-GAGG-011,Client,Price,mid,2024-10-27,1.026971,CNY
IBOR-GAGG-011,Client,Price,mid,2024-11-26,0.97484,CNY
IBOR-GAGG-011,Client,Price,mid,2024-12-26,1.003764,CNY
IBOR-GAGG-011,Client,Price,mid,2025-01-25,1.012135,CNY
IBOR-GAGG-011,Client,Price,mid,2025-02-24,0.996761,CNY
IBOR-GAGG-011,Client,Price,mid,2025-03-26,1.011915,CNY
IBOR-GAGG-011,Client,Price,mid,2025-04-25,1.0104,CNY
IBOR-GAGG-011,Client,Price,mid,2025-05-25,0.999219,CNY
IBOR-GAGG-012,Client,Price,mid,2024-01-01,1.045191,CNY
IBOR-GAGG-012,Client,Price,mid,2024-01-31,1.083389,CNY
IBOR-GAGG-012,Client,Price,mid,2024-03-01,1.028389,CNY
IBOR-GAGG-012,Client,Price,mid,2024-03-31,1.054382,CNY
IBOR-GAGG-012,Client,Price,mid,2024-04-30,1.11183,CNY
IBOR-GAGG-012,Client,Price,mid,2024-05-30,1.031136,CNY
IBOR-GAGG-012,Client,Price,mid,2024-06-29,1.018625,CNY
IBOR-GAGG-012,Client,Price,mid,2024-07-29,1.037601,CNY
IBOR-GAGG-012,Client,Price,mid,2024-08-28,1.057981,CNY
IBOR-GAGG-012,Client,Price,mid,2024-09-27,1.062398,CNY
IBOR-GAGG-012,Client,Price,mid,2024-10-27,1.074338,CNY
IBOR-GAGG-012,Client,Price,mid,2024-11-26,1.043391,CNY
IBOR-GAGG-012,Client,Price,mid,2024-12-26,1.016486,CNY
IBOR-GAGG-012,Client,Price,mid,2025-01-25,1.03983,CNY
IBOR-GAGG-012,Client,Price,mid,2025-02-24,1.073335,CNY
IBOR-GAGG-012,Client,Price,mid,2025-03-26,1.057844,CNY
IBOR-GAGG-012,Client,Price,mid,2025-04-25,1.009392,CNY
IBOR-GAGG-012,Client,Price,mid,2025-05-25,1.04783,CNY
IBOR-GAGG-013,Client,Price,mid,2024-01-01,0.97367,EUR
IBOR-GAGG-013,Client,Price,mid,2024-01-31,0.963749,EUR
IBOR-GAGG-013,Client,Price,mid,2024-03-01,0.976295,EUR
IBOR-GAGG-013,Client,Price,mid,2024-03-31,0.990478,EUR
IBOR-GAGG-013,Client,Price,mid,2024-04-30,0.959111,EUR
IBOR-GAGG-013,Client,Price,mid,2024-05-30,0.952684,EUR
IBOR-GAGG-013,Client,Price,mid,2024-06-29,0.996414,EUR
IBOR-GAGG-013,Client,Price,mid,2024-07-29,0.994504,EUR
IBOR-GAGG-013,Client,Price,mid,2024-08-28,0.966382,EUR
IBOR-GAGG-013,Client,Price,mid,2024-09-27,0.992608,EUR
IBOR-GAGG-013,Client,Price,mid,2024-10-27,0.950489,EUR
IBOR-GAGG-013,Client,Price,mid,2024-11-26,0.95153,EUR
IBOR-GAGG-013,Client,Price,mid,2024-12-26,0.944701,EUR
IBOR-GAGG-013,Client,Price,mid,2025-01-25,0.953535,EUR
IBOR-GAGG-013,Client,Price,mid,2025-02-24,0.978141,EUR
IBOR-GAGG-013,Client,Price,mid,2025-03-26,0.960351,EUR
IBOR-GAGG-013,Client,Price,mid,2025-04-25,0.962629,EUR
IBOR-GAGG-013,Client,Price,mid,2025-05-25,0.951305,EUR
IBOR-GAGG-014,Client,Price,mid,2024-01-01,0.981599,USD
IBOR-GAGG-014,Client,Price,mid,2024-01-31,0.974691,USD
IBOR-GAGG-014,Client,Price,mid,2024-03-01,0.976091,USD
IBOR-GAGG-014,Client,Price,mid,2024-03-31,1.020125,USD
IBOR-GAGG-014,Client,Price,mid,2024-04-30,1.009463,USD
IBOR-GAGG-014,Client,Price,mid,2024-05-30,0.999327,USD
IBOR-GAGG-014,Client,Price,mid,2024-06-29,1.056184,USD
IBOR-GAGG-014,Client,Price,mid,2024-07-29,0.988932,USD
IBOR-GAGG-014,Client,Price,mid,2024-08-28,1.001986,USD
IBOR-GAGG-014,Client,Price,mid,2024-09-27,0.99573,USD
IBOR-GAGG-014,Client,Price,mid,2024-10-27,0.985141,USD
IBOR-GAGG-014,Client,Price,mid,2024-11-26,1.035902,USD
IBOR-GAGG-014,Client,Price,mid,2024-12-26,1.019711,USD
IBOR-GAGG-014,Client,Price,mid,2025-01-25,0.961589,USD
IBOR-GAGG-014,Client,Price,mid,2025-02-24,0.981582,USD
IBOR-GAGG-014,Client,Price,mid,2025-03-26,0.998145,USD
IBOR-GAGG-014,Client,Price,mid,2025-04-25,1.005242,USD
IBOR-GAGG-014,Client,Price,mid,2025-05-25,0.96261,USD
IBOR-GAGG-015,Client,Price,mid,2024-01-01,1.040212,JPY
IBOR-GAGG-015,Client,Price,mid,2024-01-31,1.008833,JPY
IBOR-GAGG-015,Client,Price,mid,2024-03-01,1.047989,JPY
IBOR-GAGG-015,Client,Price,mid,2024-03-31,1.012979,JPY
IBOR-GAGG-015,Client,Price,mid,2024-04-30,1.002157,JPY
IBOR-GAGG-015,Client,Price,mid,2024-05-30,1.039272,JPY
IBOR-GAGG-015,Client,Price,mid,2024-06-29,1.021128,JPY
IBOR-GAGG-015,Client,Price,mid,2024-07-29,1.007147,JPY
IBOR-GAGG-015,Client,Price,mid,2024-08-28,1.018289,JPY
IBOR-GAGG-015,Client,Price,mid,2024-09-27,1.01748,JPY
IBOR-GAGG-015,Client,Price,mid,2024-10-27,0.996103,JPY
IBOR-GAGG-015,Client,Price,mid,2024-11-26,1.005933,JPY
IBOR-GAGG-015,Client,Price,mid,2024-12-26,0.986016,JPY
IBOR-GAGG-015,Client,Price,mid,2025-01-25,0.991701,JPY
IBOR-GAGG-015,Client,Price,mid,2025-02-24,1.019321,JPY
IBOR-GAGG-015,Client,Price,mid,2025-03-26,1.038336,JPY
IBOR-GAGG-015,Client,Price,mid,2025-04-25,1.009135,JPY
IBOR-GAGG-015,Client,Price,mid,2025-05-25,1.034238,JPY
IBOR-GAGG-016,Client,Price,mid,2024-01-01,1.045531,JPY
IBOR-GAGG-016,Client,Price,mid,2024-01-31,1.033288,JPY
IBOR-GAGG-016,Client,Price,mid,2024-03-01,1.026257,JPY
IBOR-GAGG-016,Client,Price,mid,2024-03-31,1.04797,JPY
IBOR-GAGG-016,Client,Price,mid,2024-04-30,1.074871,JPY
IBOR-GAGG-016,Client,Price,mid,2024-05-30,1.041299,JPY
IBOR-GAGG-016,Client,Price,mid,2024-06-29,1.030381,JPY
IBOR-GAGG-016,Client,Price,mid,2024-07-29,1.028705,JPY
IBOR-GAGG-016,Client,Price,mid,2024-08-28,1.039139,JPY
IBOR-GAGG-016,Client,Price,mid,2024-09-27,1.015238,JPY
IBOR-GAGG-016,Client,Price,mid,2024-10-27,1.038028,JPY
IBOR-GAGG-016,Client,Price,mid,2024-11-26,1.041757,JPY
IBOR-GAGG-016,Client,Price,mid,2024-12-26,1.077427,JPY
IBOR-GAGG-016,Client,Price,mid,2025-01-25,1.059403,JPY
IBOR-GAGG-016,Client,Price,mid,2025-02-24,1.061214,JPY
IBOR-GAGG-016,Client,Price,mid,2025-03-26,1.026275,JPY
IBOR-GAGG-016,Client,Price,mid,2025-04-25,1.053932,JPY
IBOR-GAGG-016,Client,Price,mid,2025-05-25,1.017746,JPY
IBOR-GAGG-017,Client,Price,mid,2024-01-01,0.976763,USD
IBOR-GAGG-017,Client,Price,mid,2024-01-31,0.977136,USD
IBOR-GAGG-017,Client,Price,mid,2024-03-01,0.99353,USD
IBOR-GAGG-017,Client,Price,mid,2024-03-31,0.94366,USD
IBOR-GAGG-017,Client,Price,mid,2024-04-30,0.992249,USD
IBOR-GAGG-017,Client,Price,mid,2024-05-30,0.931937,USD
IBOR-GAGG-017,Client,Price,mid,2024-06-29,0.968571,USD
IBOR-GAGG-017,Client,Price,mid,2024-07-29,0.979489,USD
IBOR-GAGG-017,Client,Price,mid,2024-08-28,0.992608,USD
IBOR-GAGG-017,Client,Price,mid,2024-09-27,0.985761,USD
IBOR-GAGG-017,Client,Price,mid,2024-10-27,0.980057,USD
IBOR-GAGG-017,Client,Price,mid,2024-11-26,0.951219,USD
IBOR-GAGG-017,Client,Price,mid,2024-12-26,0.956394,USD
IBOR-GAGG-017,Client,Price,mid,2025-01-25,0.956841,USD
IBOR-GAGG-017,Client,Price,mid,2025-02-24,1.000986,USD
IBOR-GAGG-017,Client,Price,mid,2025-03-26,0.947753,USD
IBOR-GAGG-017,Client,Price,mid,2025-04-25,1.000897,USD
IBOR-GAGG-017,Client,Price,mid,2025-05-25,0.959374,USD
IBOR-GAGG-018,Client,Price,mid,2024-01-01,1.070414,EUR
IBOR-GAGG-018,Client,Price,mid,2024-01-31,1.043209,EUR
IBOR-GAGG-018,Client,Price,mid,2024-03-01,1.015318,EUR
IBOR-GAGG-018,Client,Price,mid,2024-03-31,1.07834,EUR
IBOR-GAGG-018,Client,Price,mid,2024-04-30,1.051021,EUR
IBOR-GAGG-018,Client,Price,mid,2024-05-30,1.000319,EUR
IBOR-GAGG-018,Client,Price,mid,2024-06-29,1.044011,EUR
IBOR-GAGG-018,Client,Price,mid,2024-07-29,1.023519,EUR
IBOR-GAGG-018,Client,Price,mid,2024-08-28,1.040368,EUR
IBOR-GAGG-018,Client,Price,mid,2024-09-27,1.028838,EUR
IBOR-GAGG-018,Client,Price,mid,2024-10-27,1.065611,EUR
IBOR-GAGG-018,Client,Price,mid,2024-11-26,1.009676,EUR
IBOR-GAGG-018,Client,Price,mid,2024-12-26,1.04449,EUR
IBOR-GAGG-018,Client,Price,mid,2025-01-25,1.074425,EUR
IBOR-GAGG-018,Client,Price,mid,2025-02-24,1.021602,EUR
IBOR-GAGG-018,Client,Price,mid,2025-03-26,1.042355,EUR
IBOR-GAGG-018,Client,Price,mid,2025-04-25,1.042182,EUR
IBOR-GAGG-018,Client,Price,mid,2025-05-25,1.024348,EUR
IBOR-GAGG-019,Client,Price,mid,2024-01-01,0.958607,JPY
IBOR-GAGG-019,Client,Price,mid,2024-01-31,0.969081,JPY
IBOR-GAGG-019,Client,Price,mid,2024-03-01,0.986737,JPY
IBOR-GAGG-019,Client,Price,mid,2024-03-31,0.91306,JPY
IBOR-GAGG-019,Client,Price,mid,2024-04-30,0.947153,JPY
IBOR-GAGG-019,Client,Price,mid,2024-05-30,0.980535,JPY
IBOR-GAGG-019,Client,Price,mid,2024-06-29,0.906833,JPY
IBOR-GAGG-019,Client,Price,mid,2024-07-29,0.985589,JPY
IBOR-GAGG-019,Client,Price,mid,2024-08-28,0.906251,JPY
IBOR-GAGG-019,Client,Price,mid,2024-09-27,0.941688,JPY
IBOR-GAGG-019,Client,Price,mid,2024-10-27,0.992096,JPY
IBOR-GAGG-019,Client,Price,mid,2024-11-26,0.987545,JPY
IBOR-GAGG-019,Client,Price,mid,2024-12-26,0.974608,JPY
IBOR-GAGG-019,Client,Price,mid,2025-01-25,0.998549,JPY
IBOR-GAGG-019,Client,Price,mid,2025-02-24,0.951437,JPY
IBOR-GAGG-019,Client,Price,mid,2025-03-26,0.961902,JPY
IBOR-GAGG-019,Client,Price,mid,2025-04-25,0.92276,JPY
IBOR-GAGG-019,Client,Price,mid,2025-05-25,0.965275,JPY
IBOR-GAGG-020,Client,Price,mid,2024-01-01,0.962565,GBP
IBOR-GAGG-020,Client,Price,mid,2024-01-31,0.966553,GBP
IBOR-GAGG-020,Client,Price,mid,2024-03-01,0.961678,GBP
IBOR-GAGG-020,Client,Price,mid,2024-03-31,0.998684,GBP
IBOR-GAGG-020,Client,Price,mid,2024-04-30,0.980436,GBP
IBOR-GAGG-020,Client,Price,mid,2024-05-30,1.01277,GBP
IBOR-GAGG-020,Client,Price,mid,2024-06-29,1.026954,GBP
IBOR-GAGG-020,Client,Price,mid,2024-07-29,0.981852,GBP
IBOR-GAGG-020,Client,Price,mid,2024-08-28,0.950407,GBP
IBOR-GAGG-020,Client,Price,mid,2024-09-27,0.973739,GBP
IBOR-GAGG-020,Client,Price,mid,2024-10-27,0.979861,GBP
IBOR-GAGG-020,Client,Price,mid,2024-11-26,0.951599,GBP
IBOR-GAGG-020,Client,Price,mid,2024-12-26,0.976358,GBP
IBOR-GAGG-020,Client,Price,mid,2025-01-25,0.987107,GBP
IBOR-GAGG-020,Client,Price,mid,2025-02-24,0.972179,GBP
IBOR-GAGG-020,Client,Price,mid,2025-03-26,0.965999,GBP
IBOR-GAGG-020,Client,Price,mid,2025-04-25,0.966193,GBP
IBOR-GAGG-020,Client,Price,mid,2025-05-25,1.017101,GBP
IBOR-GAGG-021,Client,Price,mid,2024-01-01,1.016626,JPY
IBOR-GAGG-021,Client,Price,mid,2024-01-31,1.038328,JPY
IBOR-GAGG-021,Client,Price,mid,2024-03-01,1.004951,JPY
IBOR-GAGG-021,Client,Price,mid,2024-03-31,1.033022,JPY
IBOR-GAGG-021,Client,Price,mid,2024-04-30,1.019023,JPY
IBOR-GAGG-021,Client,Price,mid,2024-05-30,1.031985,JPY
IBOR-GAGG-021,Client,Price,mid,2024-06-29,0.980293,JPY
IBOR-GAGG-021,Client,Price,mid,2024-07-29,1.044739,JPY
IBOR-GAGG-021,Client,Price,mid,2024-08-28,1.002933,JPY
IBOR-GAGG-021,Client,Price,mid,2024-09-27,0.983217,JPY
IBOR-GAGG-021,Client,Price,mid,2024-10-27,1.009317,JPY
IBOR-GAGG-021,Client,Price,mid,2024-11-26,1.010742,JPY
IBOR-GAGG-021,Client,Price,mid,2024-12-26,1.021431,JPY
IBOR-GAGG-021,Client,Price,mid,2025-01-25,1.021806,JPY
IBOR-GAGG-021,Client,Price,mid,2025-02-24,1.017102,JPY
IBOR-GAGG-021,Client,Price,mid,2025-03-26,1.04261,JPY
IBOR-GAGG-021,Client,Price,mid,2025-04-25,0.996415,JPY
IBOR-GAGG-021,Client,Price,mid,2025-05-25,1.007927,JPY
IBOR-GAGG-022,Client,Price,mid,2024-01-01,0.983536,JPY
IBOR-GAGG-022,Client,Price,mid,2024-01-31,1.001429,JPY
IBOR-GAGG-022,Client,Price,mid,2024-03-01,0.954078,JPY
