ClientInternal,Provider,QuoteType,Field,EffectiveAt,Value,Unit
IBOR-MSFT,Client,Price,mid,2025-03-26,440.81,USD
IBOR-MSFT,Client,Price,mid,2025-04-25,408.37,USD
IBOR-MSFT,Client,Price,mid,2025-05-25,402.98,USD
IBOR-JPM,Client,Price,mid,2024-01-01,195,USD
IBOR-JPM,Client,Price,mid,2024-01-31,190.62,USD
IBOR-JPM,Client,Price,mid,2024-03-01,196.58,USD
IBOR-JPM,Client,Price,mid,2024-03-31,201.48,USD
IBOR-JPM,Client,Price,mid,2024-04-30,195.12,USD
IBOR-JPM,Client,Price,mid,2024-05-30,201.06,USD
IBOR-JPM,Client,Price,mid,2024-06-29,196.02,USD
IBOR-JPM,Client,Price,mid,2024-07-29,196.49,USD
IBOR-JPM,Client,Price,mid,2024-08-28,195.74,USD
IBOR-JPM,Client,Price,mid,2024-09-27,197.39,USD
IBOR-JPM,Client,Price,mid,2024-10-27,203.22,USD
IBOR-JPM,Client,Price,mid,2024-11-26,208.13,USD
IBOR-JPM,Client,Price,mid,2024-12-26,211.36,USD
IBOR-JPM,Client,Price,mid,2025-01-25,216.54,USD
IBOR-JPM,Client,Price,mid,2025-02-24,220.73,USD
IBOR-JPM,Client,Price,mid,2025-03-26,217.68,USD
IBOR-JPM,Client,Price,mid,2025-04-25,214.08,USD
IBOR-JPM,Client,Price,mid,2025-05-25,212.13,USD
IBOR-JNJ,Client,Price,mid,2024-01-01,155,USD
IBOR-JNJ,Client,Price,mid,2024-01-31,158.1,USD
IBOR-JNJ,Client,Price,mid,2024-03-01,157.7,USD
IBOR-JNJ,Client,Price,mid,2024-03-31,169.54,USD
IBOR-JNJ,Client,Price,mid,2024-04-30,166.22,USD
IBOR-JNJ,Client,Price,mid,2024-05-30,161.57,USD
IBOR-JNJ,Client,Price,mid,2024-06-29,166.1,USD
IBOR-JNJ,Client,Price,mid,2024-07-29,174.02,USD
IBOR-JNJ,Client,Price,mid,2024-08-28,177.53,USD
IBOR-JNJ,Client,Price,mid,2024-09-27,182.87,USD
IBOR-JNJ,Client,Price,mid,2024-10-27,191.61,USD
IBOR-JNJ,Client,Price,mid,2024-11-26,192.03,USD
IBOR-JNJ,Client,Price,mid,2024-12-26,184.79,USD
IBOR-JNJ,Client,Price,mid,2025-01-25,182.76,USD
IBOR-JNJ,Client,Price,mid,2025-02-24,188.9,USD
IBOR-JNJ,Client,Price,mid,2025-03-26,181.66,USD
IBOR-JNJ,Client,Price,mid,2025-04-25,182.75,USD
IBOR-JNJ,Client,Price,mid,2025-05-25,185.05,USD
IBOR-XOM,Client,Price,mid,2024-01-01,105,USD
IBOR-XOM,Client,Price,mid,2024-01-31,104.53,USD
IBOR-XOM,Client,Price,mid,2024-03-01,107.32,USD
IBOR-XOM,Client,Price,mid,2024-03-31,109.73,USD
IBOR-XOM,Client,Price,mid,2024-04-30,117.92,USD
IBOR-XOM,Client,Price,mid,2024-05-30,120.7,USD
IBOR-XOM,Client,Price,mid,2024-06-29,119.1,USD
IBOR-XOM,Client,Price,mid,2024-07-29,117.69,USD
IBOR-XOM,Client,Price,mid,2024-08-28,115.34,USD
IBOR-XOM,Client,Price,mid,2024-09-27,119.21,USD
IBOR-XOM,Client,Price,mid,2024-10-27,117.78,USD
IBOR-XOM,Client,Price,mid,2024-11-26,118.12,USD
IBOR-XOM,Client,Price,mid,2024-12-26,121.37,USD
IBOR-XOM,Client,Price,mid,2025-01-25,119.34,USD
IBOR-XOM,Client,Price,mid,2025-02-24,118.89,USD
IBOR-XOM,Client,Price,mid,2025-03-26,112.92,USD
IBOR-XOM,Client,Price,mid,2025-04-25,109.82,USD
IBOR-XOM,Client,Price,mid,2025-05-25,108.5,USD
IBOR-PG,Client,Price,mid,2024-01-01,160,USD
IBOR-PG,Client,Price,mid,2024-01-31,162.8,USD
IBOR-PG,Client,Price,mid,2024-03-01,169.44,USD
IBOR-PG,Client,Price,mid,2024-03-31,170.19,USD
IBOR-PG,Client,Price,mid,2024-04-30,172.38,USD
IBOR-PG,Client,Price,mid,2024-05-30,174.11,USD
IBOR-PG,Client,Price,mid,2024-06-29,180.65,USD
IBOR-PG,Client,Price,mid,2024-07-29,186.39,USD
IBOR-PG,Client,Price,mid,2024-08-28,188.85,USD
IBOR-PG,Client,Price,mid,2024-09-27,184.07,USD
IBOR-PG,Client,Price,mid,2024-10-27,189.98,USD
IBOR-PG,Client,Price,mid,2024-11-26,193.1,USD
IBOR-PG,Client,Price,mid,2024-12-26,201.17,USD
IBOR-PG,Client,Price,mid,2025-01-25,202.0,USD
IBOR-PG,Client,Price,mid,2025-02-24,214.85,USD
IBOR-PG,Client,Price,mid,2025-03-26,213.61,USD
IBOR-PG,Client,Price,mid,2025-04-25,224.89,USD
IBOR-PG,Client,Price,mid,2025-05-25,226.79,USD
IBOR-NVDA,Client,Price,mid,2024-01-01,680,USD
IBOR-NVDA,Client,Price,mid,2024-01-31,672.87,USD
IBOR-NVDA,Client,Price,mid,2024-03-01,653.46,USD
IBOR-NVDA,Client,Price,mid,2024-03-31,653.77,USD
IBOR-NVDA,Client,Price,mid,2024-04-30,684.95,USD
IBOR-NVDA,Client,Price,mid,2024-05-30,705.15,USD
IBOR-NVDA,Client,Price,mid,2024-06-29,723.25,USD
IBOR-NVDA,Client,Price,mid,2024-07-29,675.32,USD
IBOR-NVDA,Client,Price,mid,2024-08-28,693.1,USD
IBOR-NVDA,Client,Price,mid,2024-09-27,708.12,USD
IBOR-NVDA,Client,Price,mid,2024-10-27,699.98,USD
IBOR-NVDA,Client,Price,mid,2024-11-26,690.31,USD
IBOR-NVDA,Client,Price,mid,2024-12-26,693.71,USD
IBOR-NVDA,Client,Price,mid,2025-01-25,733.08,USD
IBOR-NVDA,Client,Price,mid,2025-02-24,713.54,USD
IBOR-NVDA,Client,Price,mid,2025-03-26,707.95,USD
IBOR-NVDA,Client,Price,mid,2025-04-25,740.41,USD
IBOR-NVDA,Client,Price,mid,2025-05-25,734.2,USD
IBOR-V,Client,Price,mid,2024-01-01,280,USD
IBOR-V,Client,Price,mid,2024-01-31,278.34,USD
IBOR-V,Client,Price,mid,2024-03-01,280.55,USD
IBOR-V,Client,Price,mid,2024-03-31,271.51,USD
IBOR-V,Client,Price,mid,2024-04-30,274.66,USD
IBOR-V,Client,Price,mid,2024-05-30,266.07,USD
IBOR-V,Client,Price,mid,2024-06-29,274.47,USD
IBOR-V,Client,Price,mid,2024-07-29,275.87,USD
IBOR-V,Client,Price,mid,2024-08-28,296.15,USD
IBOR-V,Client,Price,mid,2024-09-27,300.13,USD
IBOR-V,Client,Price,mid,2024-10-27,313.93,USD
IBOR-V,Client,Price,mid,2024-11-26,303.23,USD
IBOR-V,Client,Price,mid,2024-12-26,303.64,USD
IBOR-V,Client,Price,mid,2025-01-25,308.1,USD
IBOR-V,Client,Price,mid,2025-02-24,325.78,USD
IBOR-V,Client,Price,mid,2025-03-26,310.98,USD
IBOR-V,Client,Price,mid,2025-04-25,321.78,USD
IBOR-V,Client,Price,mid,2025-05-25,329.1,USD
IBOR-SHEL,Client,Price,mid,2024-01-01,26,GBP
IBOR-SHEL,Client,Price,mid,2024-01-31,27.33,GBP
IBOR-SHEL,Client,Price,mid,2024-03-01,28.05,GBP
IBOR-SHEL,Client,Price,mid,2024-03-31,28.23,GBP
IBOR-SHEL,Client,Price,mid,2024-04-30,27.93,GBP
IBOR-SHEL,Client,Price,mid,2024-05-30,27.02,GBP
IBOR-SHEL,Client,Price,mid,2024-06-29,27.31,GBP
IBOR-SHEL,Client,Price,mid,2024-07-29,27.29,GBP
IBOR-SHEL,Client,Price,mid,2024-08-28,29.08,GBP
IBOR-SHEL,Client,Price,mid,2024-09-27,28.69,GBP
IBOR-SHEL,Client,Price,mid,2024-10-27,29.11,GBP
IBOR-SHEL,Client,Price,mid,2024-11-26,27.89,GBP
IBOR-SHEL,Client,Price,mid,2024-12-26,27.7,GBP
IBOR-SHEL,Client,Price,mid,2025-01-25,28.06,GBP
IBOR-SHEL,Client,Price,mid,2025-02-24,28.89,GBP
IBOR-SHEL,Client,Price,mid,2025-03-26,30.29,GBP
IBOR-SHEL,Client,Price,mid,2025-04-25,30.4,GBP
IBOR-SHEL,Client,Price,mid,2025-05-25,29.53,GBP
IBOR-AZN,Client,Price,mid,2024-01-01,112,GBP
IBOR-AZN,Client,Price,mid,2024-01-31,114.1,GBP
IBOR-AZN,Client,Price,mid,2024-03-01,116.44,GBP
IBOR-AZN,Client,Price,mid,2024-03-31,118.74,GBP
IBOR-AZN,Client,Price,mid,2024-04-30,116.84,GBP
IBOR-AZN,Client,Price,mid,2024-05-30,121.4,GBP
IBOR-AZN,Client,Price,mid,2024-06-29,122.33,GBP
IBOR-AZN,Client,Price,mid,2024-07-29,125.51,GBP
IBOR-AZN,Client,Price,mid,2024-08-28,130.93,GBP
IBOR-AZN,Client,Price,mid,2024-09-27,133.98,GBP
IBOR-AZN,Client,Price,mid,2024-10-27,135.8,GBP
IBOR-AZN,Client,Price,mid,2024-11-26,145.25,GBP
IBOR-AZN,Client,Price,mid,2024-12-26,147.04,GBP
IBOR-AZN,Client,Price,mid,2025-01-25,146.47,GBP
IBOR-AZN,Client,Price,mid,2025-02-24,147.69,GBP
IBOR-AZN,Client,Price,mid,2025-03-26,155.0,GBP
IBOR-AZN,Client,Price,mid,2025-04-25,156.33,GBP
IBOR-AZN,Client,Price,mid,2025-05-25,159.55,GBP
