ClientInternal,Provider,QuoteType,Field,EffectiveAt,Value,Unit
IBOR-CLF5,Client,Price,mid,2024-08-28,74.23,USD
IBOR-CLF5,Client,Price,mid,2024-09-27,74.26,USD
IBOR-CLF5,Client,Price,mid,2024-10-27,73.7,USD
IBOR-CLF5,Client,Price,mid,2024-11-26,72.63,USD
IBOR-CLF5,Client,Price,mid,2024-12-26,72.75,USD
IBOR-CLF5,Client,Price,mid,2025-01-25,72.5,USD
IBOR-AAPL-C200,Client,Price,mid,2024-01-01,8.36,USD
IBOR-AAPL-C200,Client,Price,mid,2024-01-31,10.8,USD
IBOR-AAPL-C200,Client,Price,mid,2024-03-01,14.27,USD
IBOR-AAPL-C200,Client,Price,mid,2024-03-31,18.25,USD
IBOR-AAPL-C200,Client,Price,mid,2024-04-30,20.74,USD
IBOR-AAPL-C200,Client,Price,mid,2024-05-30,23.04,USD
IBOR-AAPL-C200,Client,Price,mid,2024-06-29,26.34,USD
IBOR-AAPL-C200,Client,Price,mid,2024-07-29,28.84,USD
IBOR-AAPL-C200,Client,Price,mid,2024-08-28,29.78,USD
IBOR-AAPL-C200,Client,Price,mid,2024-09-27,32.42,USD
IBOR-AAPL-C200,Client,Price,mid,2024-10-27,35.63,USD
IBOR-AAPL-C200,Client,Price,mid,2024-11-26,40.04,USD
IBOR-AAPL-C200,Client,Price,mid,2024-12-26,42.0,USD
IBOR-MSFT-P380,Client,Price,mid,2024-01-01,13.34,USD
IBOR-MSFT-P380,Client,Price,mid,2024-01-31,10.57,USD
IBOR-MSFT-P380,Client,Price,mid,2024-03-01,9.45,USD
IBOR-MSFT-P380,Client,Price,mid,2024-03-31,9.57,USD
IBOR-MSFT-P380,Client,Price,mid,2024-04-30,8.98,USD
IBOR-MSFT-P380,Client,Price,mid,2024-05-30,7.5,USD
IBOR-MSFT-P380,Client,Price,mid,2024-06-29,6.73,USD
IBOR-MSFT-P380,Client,Price,mid,2024-07-29,6.11,USD
IBOR-MSFT-P380,Client,Price,mid,2024-08-28,4.28,USD
IBOR-MSFT-P380,Client,Price,mid,2024-09-27,2.56,USD
IBOR-MSFT-P380,Client,Price,mid,2024-10-27,2.11,USD
IBOR-MSFT-P380,Client,Price,mid,2024-11-26,2.01,USD
IBOR-MSFT-P380,Client,Price,mid,2024-12-26,0.01,USD
IBOR-MSFT-P380,Client,Price,mid,2025-01-25,0.52,USD
IBOR-MSFT-P380,Client,Price,mid,2025-02-24,0.65,USD
IBOR-MSFT-P380,Client,Price,mid,2025-03-26,0.5,USD
IBOR-NVDA-C150,Client,Price,mid,2024-01-01,16.81,USD
IBOR-NVDA-C150,Client,Price,mid,2024-01-31,20.62,USD
IBOR-NVDA-C150,Client,Price,mid,2024-03-01,29.14,USD
IBOR-NVDA-C150,Client,Price,mid,2024-03-31,29.05,USD
IBOR-NVDA-C150,Client,Price,mid,2024-04-30,30.14,USD
IBOR-NVDA-C150,Client,Price,mid,2024-05-30,34.43,USD
IBOR-NVDA-C150,Client,Price,mid,2024-06-29,37.92,USD
IBOR-NVDA-C150,Client,Price,mid,2024-07-29,46.55,USD
IBOR-NVDA-C150,Client,Price,mid,2024-08-28,46.92,USD
IBOR-NVDA-C150,Client,Price,mid,2024-09-27,52.32,USD
IBOR-NVDA-C150,Client,Price,mid,2024-10-27,58.54,USD
IBOR-NVDA-C150,Client,Price,mid,2024-11-26,59.02,USD
IBOR-NVDA-C150,Client,Price,mid,2024-12-26,64.27,USD
IBOR-NVDA-C150,Client,Price,mid,2025-01-25,60.4,USD
IBOR-NVDA-C150,Client,Price,mid,2025-02-24,62.29,USD
IBOR-NVDA-C150,Client,Price,mid,2025-03-26,65.0,USD
IBOR-AMZN-P220,Client,Price,mid,2024-01-01,18.15,USD
IBOR-AMZN-P220,Client,Price,mid,2024-01-31,19.0,USD
IBOR-AMZN-P220,Client,Price,mid,2024-03-01,19.16,USD
IBOR-AMZN-P220,Client,Price,mid,2024-03-31,19.84,USD
IBOR-AMZN-P220,Client,Price,mid,2024-04-30,20.39,USD
IBOR-AMZN-P220,Client,Price,mid,2024-05-30,21.3,USD
IBOR-AMZN-P220,Client,Price,mid,2024-06-29,21.81,USD
IBOR-AMZN-P220,Client,Price,mid,2024-07-29,22.18,USD
IBOR-AMZN-P220,Client,Price,mid,2024-08-28,22.31,USD
IBOR-AMZN-P220,Client,Price,mid,2024-09-27,23.57,USD
IBOR-AMZN-P220,Client,Price,mid,2024-10-27,23.97,USD
IBOR-AMZN-P220,Client,Price,mid,2024-11-26,24.85,USD
IBOR-AMZN-P220,Client,Price,mid,2024-12-26,25.0,USD
IBOR-META-C600,Client,Price,mid,2024-01-01,6.03,USD
IBOR-META-C600,Client,Price,mid,2024-01-31,4.95,USD
IBOR-META-C600,Client,Price,mid,2024-03-01,5.03,USD
IBOR-META-C600,Client,Price,mid,2024-03-31,4.18,USD
IBOR-META-C600,Client,Price,mid,2024-04-30,3.56,USD
IBOR-META-C600,Client,Price,mid,2024-05-30,2.95,USD
IBOR-META-C600,Client,Price,mid,2024-06-29,2.76,USD
IBOR-META-C600,Client,Price,mid,2024-07-29,2.73,USD
IBOR-META-C600,Client,Price,mid,2024-08-28,2.12,USD
IBOR-META-C600,Client,Price,mid,2024-09-27,1.64,USD
IBOR-META-C600,Client,Price,mid,2024-10-27,0.36,USD
IBOR-META-C600,Client,Price,mid,2024-11-26,0.74,USD
IBOR-META-C600,Client,Price,mid,2024-12-26,0.25,USD
IBOR-META-C600,Client,Price,mid,2025-01-25,0.01,USD
IBOR-META-C600,Client,Price,mid,2025-02-24,0.01,USD
IBOR-META-C600,Client,Price,mid,2025-03-26,0.1,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-01-01,7.3,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-01-31,6.52,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-03-01,6.34,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-03-31,6.36,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-04-30,5.76,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-05-30,5.48,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-06-29,5.27,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-07-29,4.74,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-08-28,4.71,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-09-27,4.16,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-10-27,4.24,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-11-26,3.79,USD
IBOR-GOOGL-C190,Client,Price,mid,2024-12-26,3.5,USD
IBOR-NQH5,Client,Price,mid,2024-01-01,18837.91,USD
IBOR-NQH5,Client,Price,mid,2024-01-31,19209.37,USD
IBOR-NQH5,Client,Price,mid,2024-03-01,19074.06,USD
IBOR-NQH5,Client,Price,mid,2024-03-31,19458.51,USD
IBOR-NQH5,Client,Price,mid,2024-04-30,19743.62,USD
IBOR-NQH5,Client,Price,mid,2024-05-30,20160.67,USD
IBOR-NQH5,Client,Price,mid,2024-06-29,19923.08,USD
IBOR-NQH5,Client,Price,mid,2024-07-29,20508.73,USD
IBOR-NQH5,Client,Price,mid,2024-08-28,20679.83,USD
IBOR-NQH5,Client,Price,mid,2024-09-27,21032.03,USD
IBOR-NQH5,Client,Price,mid,2024-10-27,21146.17,USD
IBOR-NQH5,Client,Price,mid,2024-11-26,21282.03,USD
IBOR-NQH5,Client,Price,mid,2024-12-26,21429.58,USD
IBOR-NQH5,Client,Price,mid,2025-01-25,21331.5,USD
IBOR-NQH5,Client,Price,mid,2025-02-24,21526.38,USD
IBOR-NQH5,Client,Price,mid,2025-03-26,21500,USD
IBOR-GCG5,Client,Price,mid,2024-01-01,2110.61,USD
IBOR-GCG5,Client,Price,mid,2024-01-31,2081.67,USD
IBOR-GCG5,Client,Price,mid,2024-03-01,2159.61,USD
IBOR-GCG5,Client,Price,mid,2024-03-31,2152.93,USD
IBOR-GCG5,Client,Price,mid,2024-04-30,2238.14,USD
IBOR-GCG5,Client,Price,mid,2024-05-30,2307.83,USD
IBOR-GCG5,Client,Price,mid,2024-06-29,2374.72,USD
IBOR-GCG5,Client,Price,mid,2024-07-29,2443.44,USD
IBOR-GCG5,Client,Price,mid,2024-08-28,2448.68,USD
IBOR-GCG5,Client,Price,mid,2024-09-27,2466.48,USD
IBOR-GCG5,Client,Price,mid,2024-10-27,2563.74,USD
IBOR-GCG5,Client,Price,mid,2024-11-26,2615.51,USD
IBOR-GCG5,Client,Price,mid,2024-12-26,2664.75,USD
IBOR-GCG5,Client,Price,mid,2025-01-25,2628.99,USD
IBOR-GCG5,Client,Price,mid,2025-02-24,2650,USD
IBOR-GCG5,Client,Price,mid,2025-03-26,2652.64,USD
